NAME,SEASON,G,FG%,3P%,FT%,REB,AST,STL,BLK,PTS,PER,TS%,USG%,WS,BPM,VORP
Marial Shayok,2019-2020,4,0.25,0.33299999999999996,0.75,7.2,1.2,0.0,1.2,11.2,1.4,0.4,25.8,-0.1,-13.0,-0.1
Matt Mooney,2019-2020,4,0.25,0.0,,3.2,1.2,2.0,1.2,2.0,8.1,0.25,9.0,0.0,-0.4,0.0
Shamorie Ponds,2019-2020,4,0.6,0.5,1.0,1.2,2.0,0.0,1.2,9.2,33.1,0.765,22.8,0.1,13.7,0.0
Josh Reaves,2019-2020,4,0.33299999999999996,0.0,1.0,3.2,3.2,0.0,0.0,8.0,5.8,0.405,15.1,0.0,-9.9,-0.1
Joe Chealey,2019-2020,4,0.0,0.0,1.0,0.0,1.2,4.0,0.0,2.0,-2.9,0.127,13.2,-0.1,-12.5,-0.1
Stanton Kidd,2019-2020,4,0.0,0.0,,3.2,1.2,0.0,0.0,0.0,-13.7,0.0,14.6,-0.1,-17.0,-0.1
Luc Mbah a Moute,2019-2020,3,0.4,0.0,0.5,2.0999999999999996,0.0,2.0999999999999996,0.0,5.1,6.4,0.425,11.4,0.0,-7.4,0.0
Jared Harper,2019-2020,3,0.25,0.0,,0.0,0.0,0.0,0.0,2.0999999999999996,-5.3,0.25,21.3,0.0,-15.7,0.0
Tariq Owens,2019-2020,3,0.2,0.0,1.0,3.0,0.0,0.8999999999999999,0.0,3.9000000000000004,8.4,0.34,16.7,0.0,-5.8,0.0
Jeremy Pargo,2019-2020,3,0.5,0.429,0.0,3.0,8.100000000000001,0.8999999999999999,0.0,24.900000000000002,12.6,0.557,25.7,0.0,-5.9,0.0
Kyle Guy,2019-2020,3,0.4,0.0,,0.8999999999999999,0.8999999999999999,0.0,0.0,3.9000000000000004,6.6,0.4,21.7,0.0,-12.3,0.0
Luka Šamanić,2019-2020,3,0.313,0.375,0.75,9.899999999999999,6.0,0.0,2.0999999999999996,15.899999999999999,8.8,0.45,17.8,0.0,-4.1,0.0
Chasson Randle,2019-2020,3,0.0,0.0,0.833,2.0999999999999996,5.1,2.0999999999999996,0.0,5.1,6.7,0.377,7.1,0.0,-5.8,0.0
Isaiah Roby,2019-2020,3,0.0,,,2.0999999999999996,0.0,0.0,0.0,0.0,-7.7,0.0,8.0,0.0,-15.5,0.0
Ryan Anderson,2019-2020,2,0.28600000000000003,0.2,,7.0,2.0,1.0,0.0,5.0,9.4,0.35700000000000004,23.7,0.0,-2.8,0.0
Tyler Zeller,2019-2020,2,0.25,,,4.0,0.0,0.0,0.0,2.0,22.4,0.25,43.2,0.0,-22.4,0.0
Dusty Hannahs,2019-2020,2,0.444,0.667,1.0,1.0,0.0,0.0,0.0,12.0,21.3,0.607,31.6,0.0,3.1,0.0
Sindarius Thornwell,2019-2020,2,0.545,0.5,0.5,4.0,4.0,1.0,1.0,16.0,14.7,0.627,17.3,0.1,-1.3,0.0
Kyle Alexander,2019-2020,2,0.5,,,3.0,0.0,0.0,0.0,2.0,4.7,0.5,10.2,0.0,-9.6,0.0
Max Strus,2019-2020,2,0.667,0.0,1.0,1.0,0.0,0.0,0.0,5.0,30.7,0.727,24.4,0.0,4.4,0.0
Josh Gray,2019-2020,2,0.5,,,2.0,2.0,0.0,0.0,2.0,-5.0,0.5,12.5,-0.1,-16.0,-0.1
William Howard,2019-2020,2,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,-12.7,0.0,15.9,-0.1,-19.6,-0.1
Marques Bolden,2019-2020,1,,,,2.0,0.0,1.0,0.0,0.0,19.8,,0.0,0.0,5.4,0.0
J.P. Macura,2019-2020,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-6.4,0.0
Malik Newman,2019-2020,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-11.4,0.34700000000000003,41.5,0.0,-25.7,0.0
Devontae Cacok,2019-2020,1,0.5,,,5.0,1.0,0.0,0.0,6.0,28.6,0.5,28.1,0.0,0.2,0.0
Jamal Crawford,2019-2020,1,0.5,0.5,,0.0,3.0,0.0,0.0,5.0,33.2,0.625,27.9,0.1,15.0,0.0
Eric Mika,2019-2020,1,0.667,,1.0,7.0,0.0,0.0,0.0,6.0,13.9,0.773,8.9,0.1,-3.2,0.0
